timestamp,headline,source,source_link,positive,neutral,negative
2022-03-02 08:00:00+00:00,"Oil jumps, Brent above $116 per barrel as supply issues persist - CNBC",CNBC,https://www.cnbc.com,0.0034,0.0033,0.9963
2022-06-08 07:00:00+00:00,"Platts to include WTI Midland in Dated Brent, related assessments from June 2023 - S&P Global",S&P Global,https://www.spglobal.com,0.0049,0.9778,0.0286
2022-06-08 07:00:00+00:00,Goldman raises Brent price outlook on unresolved supply deficit - Hellenic Shipping News Worldwide,Hellenic Shipping News Worldwide,https://www.hellenicshippingnews.com,0.0034,0.0033,0.9963
2022-05-17 07:00:00+00:00,Oil prices fall as EU struggles to enact Russian imports ban; Brent reaches $113.89/bbl - Business Today,Business Today,https://www.businesstoday.in,0.9889,0.0109,0.0112
2022-05-30 07:00:00+00:00,Brent crude futures top $120 a barrel as stalemate on EU ban on Russian oil continues - BusinessLine,BusinessLine,https://www.thehindubusinessline.com,0.0034,0.0032,0.9961
2022-07-11 07:00:00+00:00,Oil prices unsteady on supply concerns; Brent crude reaches $107.13/bbl - Business Today,Business Today,https://www.businesstoday.in,0.0038,0.0028,0.9947
2022-06-07 07:00:00+00:00,Goldman raises Brent price outlook on unresolved supply deficit - Reuters.com,Reuters.com,https://www.reuters.com,0.0032,0.0035,0.9961
2022-04-21 07:00:00+00:00,Oil prices up on supply losses from Libya; Brent reaches $107.35/bbl - Business Today,Business Today,https://www.businesstoday.in,0.0032,0.0033,0.9962
2022-06-06 07:00:00+00:00,Barclays raises Brent forecasts on Russia oil sanctions - Reuters.com,Reuters.com,https://www.reuters.com,0.0033,0.0035,0.9961
2022-06-07 07:00:00+00:00,ICE Brent crude futures retake $120/b as supply outlook remains tight - S&P Global,S&P Global,https://www.spglobal.com,0.0034,0.0031,0.9962
2022-06-17 07:00:00+00:00,Supply dislocations drive Brent market structure into extreme backwardation - S&P Global,S&P Global,https://www.spglobal.com,0.5041,0.3517,0.0068
2022-07-07 07:00:00+00:00,Brent Bounces Above $101/bbl as Focus Returns to Supplies - Latest Tweet by Reuters - LatestLY,LatestLY,https://www.latestly.com,0.0034,0.0032,0.996
2022-07-19 07:00:00+00:00,Stratos Wealth Partners LTD. Acquires New Stake in United States Brent Oil Fund LP (NYSEARCA:BNO) - Defense World,Defense World,https://www.defenseworld.net,0.003,0.0068,0.9937
2022-07-05 07:00:00+00:00,Oil prices rise on supply concerns; Brent reaches $113.89/bbl - Business Today,Business Today,https://www.businesstoday.in,0.004,0.0028,0.9943
2022-07-05 01:29:41+00:00,"Brent up as strike in Norway threatens to disrupt oil, gas output - KELO",KELO,https://kelo.com,0.4573,0.0021,0.5159
2022-03-12 08:00:00+00:00,Brent crude oil price surges after suspension of Iran nuclear talks - The Siasat Daily,The Siasat Daily,https://www.siasat.com,0.0068,0.9925,0.0086
2022-07-21 12:16:00+00:00,Brent Slides 4% After Russia Resumes Nord Stream Gas Flows - DTN The Progressive Farmer,DTN The Progressive Farmer,https://www.dtnpf.com,0.9891,0.0111,0.011
2022-05-18 07:00:00+00:00,Brent crude futures trade lower on hopes of higher Venezuelan supply - BusinessLine,BusinessLine,https://www.thehindubusinessline.com,0.9889,0.0108,0.0113
