timestamp,headline,source,source_link,positive,neutral,negative
2021-04-30 07:00:00+00:00,Russia's Rosneft plans oil exploration well in Myanmar in ... - Thomson Reuters Foundation,Thomson Reuters Foundation,https://news.trust.org,0.0635,0.0001,0.914
2021-04-30 07:00:00+00:00,"RUSSIA - CHINA Thanks to Putin, China takes Tatarstan's oil - AsiaNews",AsiaNews,https://www.asianews.it,0.9966,0.0005,0.0021
2021-04-09 07:00:00+00:00,Russian oil producers struggle to contain gas flaring - document - Reuters.com,Reuters.com,https://www.reuters.com,0.0006,0.0004,0.9994
2021-06-05 07:00:00+00:00,Russia's Sechin warns of 'acute' oil shortage amid drive for green energy - Reuters.com,Reuters.com,https://www.reuters.com,0.0005,0.0004,0.9995
2021-04-07 07:00:00+00:00,"State Oil Company of the Azerbaijan Republic -- Moody's changes SOCAR's outlook to positive, affirms ratings - Yahoo Finance",Yahoo Finance,https://finance.yahoo.com,0.0173,0.0002,0.9663
2021-05-17 07:00:00+00:00,"Oil spill in Russia's Komi region estimated at 100 tonnes, river polluted - Reuters.com",Reuters.com,https://www.reuters.com,0.0005,0.0005,0.9994
2021-05-17 07:00:00+00:00,Russia's Surgutneftegaz piles on cash but oil output slumps in Covid-hit market - Upstream Online,Upstream Online,https://www.upstreamonline.com,0.0697,0.0001,0.9235
2021-05-24 07:00:00+00:00,Kremlin critic Khodorkovsky tells Europe: sanction Belarus's oil and potash producers - Reuters.com,Reuters.com,https://www.reuters.com,0.0013,0.0003,0.9983
2021-04-20 07:00:00+00:00,"Russian ministries agree to reduce fuel tax, raise extraction tax for oil firms - Reuters.com",Reuters.com,https://www.reuters.com,0.0008,0.0003,0.9992
2021-05-28 07:00:00+00:00,Russia Begins Development on Arctic Oil Project That Will Produce 25 Million Tons of Oil Per Year - Gizmodo,Gizmodo,https://gizmodo.com,0.077,0.0001,0.9187
2021-05-29 07:00:00+00:00,Opinion: I'm afraid of being outspoken about Russia's oil industry - DW (English),DW (English),https://www.dw.com,0.425,0.6146,0.0001
2021-05-28 07:00:00+00:00,Oil Companies Illegally Bury Toxic Waste In Russia - OCCRP,OCCRP,https://www.occrp.org,0.0014,0.0002,0.9984
2021-05-18 07:00:00+00:00,Russia sells largest independent oil refinery in bankruptcy case - Reuters.com,Reuters.com,https://www.reuters.com,0.0309,0.0001,0.9701
2021-05-22 07:00:00+00:00,Is This Russia's Most Peculiar Oil Deal - OilPrice.com,OilPrice.com,https://oilprice.com,0.4308,0.5296,0.0002
2021-05-14 07:00:00+00:00,"Russia's oil and gas reserves will last for another 59 and 103 years respectively, says natural resources minister - bne IntelliNews",bne IntelliNews,https://www.intellinews.com,0.0031,0.0002,0.9965
2021-05-13 07:00:00+00:00,Repsol agrees deal to exit Russian oil venture - Upstream Online,Upstream Online,https://www.upstreamonline.com,0.0014,0.0002,0.9982
2021-05-29 07:00:00+00:00,US weighs oil for aid bargain with Russia in northeast Syria - Kurdistan24,Kurdistan24,https://www.kurdistan24.net,0.0005,0.0005,0.9994
2021-05-10 07:00:00+00:00,"OPEC+ crude oil production rises in April, on surges from Iran, Russia: Platts survey - S&P Global",S&P Global,https://www.spglobal.com,0.0033,0.0002,0.9968
2021-12-13 08:00:00+00:00,Belarusian oil products still being exported through Estonia - ERR News,ERR News,https://news.err.ee,0.9971,0.0018,0.0005
2021-05-27 07:00:00+00:00,Ports in Baltic states still handling Russian oil products - data - Nasdaq,Nasdaq,https://www.nasdaq.com,0.9988,0.0008,0.0012
2021-05-27 07:00:00+00:00,"EU sanctions expected to hit Belarus's potash, oil and finance - Reuters.com",Reuters.com,https://www.reuters.com,0.0005,0.0005,0.9995
2021-12-10 08:00:00+00:00,Belarus oil firm cancels 2022 exports to Germany after EU sanctions - traders - Reuters.com,Reuters.com,https://www.reuters.com,0.0007,0.0003,0.9993
2021-06-18 07:00:00+00:00,"As Biden seeks to limit U.S. oil production, reliance on Russian imports rises - The Center Square",The Center Square,https://www.thecentersquare.com,0.0006,0.0004,0.9994
2021-06-28 07:00:00+00:00,Russia's Transneft restarts oil pipelines suspended due to contamination - Reuters.com,Reuters.com,https://www.reuters.com,0.0006,0.0003,0.9994
2021-06-03 07:00:00+00:00,Russia to consider ditching dollar-denominated oil contracts if faced with more U.S. sanctions - CNBC,CNBC,https://www.cnbc.com,0.0005,0.0004,0.9994
2021-06-03 07:00:00+00:00,Significant changes to the Governing Structure of the State Oil Company of the Azerbaijan Republic (SOCAR) - JD Supra,JD Supra,https://www.jdsupra.com,0.0675,0.0001,0.892
2021-06-04 07:00:00+00:00,"Russia and Saudi Arabia reject calls to end oil and gas spending, call IEA's net-zero plan 'unrealistic' - CNBC",CNBC,https://www.cnbc.com,0.0006,0.0004,0.9994
2021-06-04 07:00:00+00:00,Russian oil giants pen carbon-focused pacts with Shell and Baker Hughes - Upstream Online,Upstream Online,https://www.upstreamonline.com,0.0006,0.0004,0.9994
2021-06-04 07:00:00+00:00,US soldiers mistakenly raid Bulgarian sunflower oil factory - Bangor Daily News,Bangor Daily News,https://www.bangordailynews.com,0.0051,0.8119,0.0072
2021-05-26 07:00:00+00:00,Here comes Russia's biggest Arctic oil terminal | The Independent Barents Observer - The Independent Barents Observer,The Independent Barents Observer,https://thebarentsobserver.com,0.9975,0.0018,0.0006
2021-11-29 08:00:00+00:00,Russia Is Ready To Return To Pre-Pandemic Oil Production - OilPrice.com,OilPrice.com,https://oilprice.com,0.9877,0.0003,0.0066
2021-06-22 07:00:00+00:00,Crude Oil Price: Russia Weighs Proposing OPEC+ Output Hike at Next Week's Meet - Bloomberg,Bloomberg,https://www.bloomberg.com,0.0104,0.0001,0.9905
2021-06-22 07:00:00+00:00,Rich Russian Sued Rothschild Bank in New York Claiming Fraud Over Oil Fortune - Bloomberg,Bloomberg,https://www.bloomberg.com,0.014,0.0069,0.3973
2021-12-06 08:00:00+00:00,"Russia and India sign oil supply deal, see need for stable prices in talks - S&P Global",S&P Global,https://www.spglobal.com,0.05,0.0001,0.9544
2021-07-06 07:00:00+00:00,LUKoil Says It Cleaned Up Its Oil Spill. Russian Environmentalists Say The Contamination Continues. - Radio Free Europe / Radio Liberty,Radio Free Europe / Radio Liberty,https://www.rferl.org,0.0143,0.0005,0.9055
2021-06-28 07:00:00+00:00,EU sanctions to cut Belarus oil products from European market - Hellenic Shipping News Worldwide,Hellenic Shipping News Worldwide,https://www.hellenicshippingnews.com,0.0007,0.0003,0.9993
2021-12-24 08:00:00+00:00,Russia expects 2022 oil output to beat pre-pandemic level at 11.045 mil b/d - S&P Global,S&P Global,https://www.spglobal.com,0.0015,0.0002,0.9986
2021-12-17 08:00:00+00:00,Russia plans lower oil exports for Q1 2022 despite OPEC+ plan to raise output - Reuters.com,Reuters.com,https://www.reuters.com,0.0007,0.0003,0.9994
2021-12-17 08:00:00+00:00,Russia's Lukoil expects OPEC+ oil output rollover in January - Reuters.com,Reuters.com,https://www.reuters.com,0.0006,0.0003,0.9994
2021-06-08 07:00:00+00:00,Russia Expands Its Influence In Major Iraqi Oil Fields - OilPrice.com,OilPrice.com,https://oilprice.com,0.0015,0.0002,0.9984
2021-06-14 07:00:00+00:00,Lukoil (LUKOY): The Best Russian Oil Company - Seeking Alpha,Seeking Alpha,https://seekingalpha.com,0.0663,0.9428,0.0002
2021-06-03 07:00:00+00:00,US troops accidentally storm olive oil factory in Bulgaria - CNN,CNN,https://www.cnn.com,0.0006,0.0009,0.9981
2021-06-02 07:00:00+00:00,US military mistakenly storms Bulgarian olive oil factory - CNN,CNN,https://www.cnn.com,0.0008,0.0008,0.9975
2021-06-02 07:00:00+00:00,Russian oil giant Rosneft appoints former Austrian foreign minister to its board - Reuters.com,Reuters.com,https://www.reuters.com,0.0071,0.0004,0.9713
2021-07-13 07:00:00+00:00,Oil & Gas Share Of Russia's GDP Dropped To 15% In 2020 - OilPrice.com,OilPrice.com,https://oilprice.com,0.0124,0.0001,0.9904
2021-06-30 07:00:00+00:00,Russia Able to Boost Oil Production Quickly If OPEC+ Agrees - Bloomberg,Bloomberg,https://www.bloomberg.com,0.0203,0.0001,0.9805
2021-06-30 07:00:00+00:00,Kazakhstan reaches tentative sanctions-ducking oil deal with Belarus - Eurasianet,Eurasianet,https://eurasianet.org,0.0005,0.0004,0.9995
2021-07-28 07:00:00+00:00,Arent Fox signs $1.2 mln deal to lobby for Ukrainian oil and gas group - Reuters.com,Reuters.com,https://www.reuters.com,0.0006,0.0004,0.9991
2021-06-07 07:00:00+00:00,Vestas strikes oil: wind group links with Russian fossil giant Rosneft | Recharge - Recharge,Recharge,https://www.rechargenews.com,0.9961,0.0005,0.0025
2021-07-02 07:00:00+00:00,"Russia Oil, Condensate Output Fell While OPEC+ Eased Limits - Bloomberg",Bloomberg,https://www.bloomberg.com,0.0012,0.0002,0.999
2021-06-01 07:00:00+00:00,US Army soldiers mistakenly raid Bulgarian olive oil factory during NATO exercise - Fox News,Fox News,https://www.foxnews.com,0.0011,0.0026,0.9806
2021-06-01 07:00:00+00:00,Russia's Transneft trims down oil supplies forecast for 2021 - Reuters.com,Reuters.com,https://www.reuters.com,0.0843,0.0001,0.9134
2021-07-01 07:00:00+00:00,"Russia's June oil, gas condensate output drops to 10.42 mln bpd - Reuters.com",Reuters.com,https://www.reuters.com,0.0006,0.0003,0.9994
2021-12-16 08:00:00+00:00,"Russia's Gazprom Neft expects bumper growth in oil output, income - Reuters.com",Reuters.com,https://www.reuters.com,0.0007,0.0003,0.9994
2021-12-16 08:00:00+00:00,U.S. oil prices rise to 3-week high as U.S. crude supplies decline and Russia-Ukraine tensions climb - MarketWatch,MarketWatch,https://www.marketwatch.com,0.0007,0.0003,0.9993
2021-12-08 08:00:00+00:00,"Winter storms hamper Russian oil exports from Black Sea ports, raise costs - Reuters.com",Reuters.com,https://www.reuters.com,0.0078,0.0001,0.9923
2021-06-10 07:00:00+00:00,Russia Rosneft's Vostok Oil Megaproject Gets Backing as Vitol Buys Stake - Bloomberg,Bloomberg,https://www.bloomberg.com,0.1265,0.0001,0.8448
2021-06-10 07:00:00+00:00,Russia Sold $5 Billion in May as Part of Oil Fund Dollar Dump - Bloomberg,Bloomberg,https://www.bloomberg.com,0.0009,0.0003,0.999
2021-08-04 07:00:00+00:00,Russia Captures No. 2 Rank Among Foreign Oil Suppliers to U.S. - Bloomberg,Bloomberg,https://www.bloomberg.com,0.0019,0.0002,0.998
2021-07-20 07:00:00+00:00,"Moscow, capital of oil-rich Russia, targets electric car growth - Reuters",Reuters,https://www.reuters.com,0.0064,0.0001,0.9947
2021-08-03 07:00:00+00:00,US still showing strong appetite for Russian oil despite tense geopolitics - S&P Global,S&P Global,https://www.spglobal.com,0.024,0.0001,0.9662
2022-01-04 08:00:00+00:00,Fire extinguished at Russia's Antipinsky oil refinery - Reuters.com,Reuters.com,https://www.reuters.com,0.0005,0.0004,0.9995
2021-06-24 07:00:00+00:00,Russian domestic oil prices soar to all-time high - Reuters.com,Reuters.com,https://www.reuters.com,0.7961,0.0001,0.2409
2021-08-23 07:00:00+00:00,"Carbon taxes could hurt Russia more than sanctions, says oil tsar - Kommersant - Reuters.com",Reuters.com,https://www.reuters.com,0.0006,0.0003,0.9993
2021-09-02 07:00:00+00:00,Russia Says Its Offshore Arctic Has Oil And Gas Reserves For Centuries - OilPrice.com,OilPrice.com,https://oilprice.com,0.9943,0.0003,0.0048
2021-08-16 07:00:00+00:00,"Big oil, gas and coal making headway on Russian Arctic coast - The Independent Barents Observer",The Independent Barents Observer,https://thebarentsobserver.com,0.9983,0.001,0.0009
2021-08-11 07:00:00+00:00,Oil spill in Black Sea much bigger than reported - Russian scientists - Reuters.com,Reuters.com,https://www.reuters.com,0.0073,0.0002,0.9856
2021-12-29 08:00:00+00:00,Russia: Oil cartel will resist pressure to boost production - EUobserver,EUobserver,https://euobserver.com,0.0105,0.0001,0.9889
2021-08-12 07:00:00+00:00,Russian investigators conduct search at CPC after Black Sea oil spill - Reuters.com,Reuters.com,https://www.reuters.com,0.0021,0.0056,0.868
2021-08-12 07:00:00+00:00,Russian investigators probe big Black Sea oil spill - The Seattle Times,The Seattle Times,https://www.seattletimes.com,0.03,0.0011,0.5763
2021-08-12 07:00:00+00:00,Shuttle tanker Timofey Guzhenko delivers 80-millionth ton of crude oil from the Varandey project to Murmansk - American Journal of Transportation,American Journal of Transportation,https://ajot.com,0.9854,0.003,0.0008
2021-10-01 07:00:00+00:00,"Russian oil, gas condensate output at highest since April 2020 - Reuters.com",Reuters.com,https://www.reuters.com,0.0016,0.0002,0.9986
2021-09-22 07:00:00+00:00,"Russia plows ahead on oil, natural gas - Alaskajournal.com",Alaskajournal.com,https://www.alaskajournal.com,0.7669,0.0003,0.0732
2021-09-21 07:00:00+00:00,Russia projects oil output near post-Soviet highs in 2022 - WorldOil,WorldOil,https://www.worldoil.com,0.0128,0.0001,0.9888
2021-09-21 07:00:00+00:00,Russia expected to raise oil exports via Baltics in Q4 - Reuters.com,Reuters.com,https://www.reuters.com,0.0026,0.0002,0.9977
2021-09-03 07:00:00+00:00,Arctic oil on the table as Indian Minister pays visit to Russia - The Independent Barents Observer,The Independent Barents Observer,https://thebarentsobserver.com,0.9893,0.001,0.0018
2021-08-24 07:00:00+00:00,A major oil exploration is going on in Russia's East Arctic waters - The Independent Barents Observer,The Independent Barents Observer,https://thebarentsobserver.com,0.2393,0.0001,0.7348
2021-08-27 07:00:00+00:00,Past Corruption Overshadows Ukraine's Oil And Gas Industry - Forbes,Forbes,https://www.forbes.com,0.0012,0.0002,0.9989
2021-04-14 07:00:00+00:00,Russia aims to boost oil exports before reaching output peak in 2027-2029 - S&P Global,S&P Global,https://www.spglobal.com,0.002,0.0002,0.9984
2022-01-01 08:00:00+00:00,"Russia December Oil Output Flat, Signaling Lack of Capacity - Bloomberg",Bloomberg,https://www.bloomberg.com,0.0005,0.0005,0.9995
2021-09-15 07:00:00+00:00,"Russian Oil Price Plunges on Exports Jump, Iraq Supplies - Bloomberg",Bloomberg,https://www.bloomberg.com,0.0006,0.0004,0.9994
2021-09-28 07:00:00+00:00,"EXCLUSIVE U.S. has reached out to China about cutting oil imports from Iran, officials say - Reuters",Reuters,https://www.reuters.com,0.0005,0.0005,0.9995
2021-09-14 07:00:00+00:00,Russian oil output climbs in line with OPEC quota deal - WorldOil,WorldOil,https://www.worldoil.com,0.001,0.0003,0.9991
2021-10-13 07:00:00+00:00,"$100 oil is 'quite possible,' Russia's Putin says - CNBC",CNBC,https://www.cnbc.com,0.2161,0.0098,0.0175
2021-10-19 07:00:00+00:00,Oil futures finish at multiyear highs as Russia's offer to boost natural-gas supplies may come with a catch - MarketWatch,MarketWatch,https://www.marketwatch.com,0.9828,0.0007,0.0039
2021-11-19 08:00:00+00:00,Russia's biggest oil project rises on coast of Yenisey Bay - The Independent Barents Observer,The Independent Barents Observer,https://thebarentsobserver.com,0.0527,0.0001,0.8952
2021-11-24 08:00:00+00:00,Russia's Oil Reserves Are Becoming Increasingly Hard To Recover - OilPrice.com,OilPrice.com,https://oilprice.com,0.0306,0.0001,0.9574
2021-10-07 07:00:00+00:00,"Oil prices far above 'equilibrium', at risk of overheating: Russian deputy minister - S&P Global",S&P Global,https://www.spglobal.com,0.1608,0.0001,0.7461
2021-10-07 07:00:00+00:00,"Petition Summary: Oil Country Tubular Goods from Argentina, Mexico, the Republic of Korea, and Russia - JD Supra",JD Supra,https://www.jdsupra.com,0.9951,0.0025,0.0005
2022-01-03 08:00:00+00:00,Russia's weak December oil production signals lack of capacity - WorldOil,WorldOil,https://www.worldoil.com,0.0005,0.0005,0.9995
2022-01-03 08:00:00+00:00,"Daniel Yergin: Shale 'revolution' to challenge Saudis, Russia on oil - Nikkei Asia",Nikkei Asia,https://asia.nikkei.com,0.8014,0.0081,0.0018
2021-11-03 07:00:00+00:00,Top Dutch court to rule on $50 bln Yukos Oil dispute with Russia - Reuters.com,Reuters.com,https://www.reuters.com,0.0005,0.0004,0.9993
2021-10-05 07:00:00+00:00,"Opinion: If we don't drill for oil and gas on federal lands, we'll buy it from Russia - The Colorado Sun",The Colorado Sun,https://coloradosun.com,0.8968,0.0444,0.0003
2021-10-21 07:00:00+00:00,Russia's Putin says OPEC+ increasing oil output slightly more than agreed - Reuters.com,Reuters.com,https://www.reuters.com,0.001,0.0002,0.9991
2021-10-25 07:00:00+00:00,Russia's Novak expects OPEC+ to up oil output by 400000 bpd in Nov - Reuters.com,Reuters.com,https://www.reuters.com,0.0006,0.0004,0.9994
2021-11-01 07:00:00+00:00,"Russia's Oct oil, gas condensate output hits 10.84 mln bpd, Ifax says - Reuters.com",Reuters.com,https://www.reuters.com,0.0016,0.0002,0.9984
2021-12-02 08:00:00+00:00,"Russia, OPEC+ seen moving closer on fiscal breakeven oil prices - S&P Global",S&P Global,https://www.spglobal.com,0.0031,0.0002,0.9974
2021-12-23 08:00:00+00:00,Analysis: Russia's Rosneft bets on giant Vostok to reshape Europe's oil market - Reuters.com,Reuters.com,https://www.reuters.com,0.0299,0.0001,0.9769
2022-01-20 08:00:00+00:00,Russia's Spimex reports higher oil products volumes in 2021 - S&P Global,S&P Global,https://www.spglobal.com,0.4594,0.0001,0.6004
2022-01-17 08:00:00+00:00,Analysis: Saudi-Polish deal dents Russian oil dominance in Baltic - Reuters.com,Reuters.com,https://www.reuters.com,0.0019,0.0002,0.9982
2022-01-24 08:00:00+00:00,Crude oil futures rebound after US advisory on Ukraine - S&P Global,S&P Global,https://www.spglobal.com,0.0011,0.0002,0.999
2022-01-14 08:00:00+00:00,Oil rallies as analyst warns Ukraine crisis could be a 'seismic event' for the energy market - MarketWatch,MarketWatch,https://www.marketwatch.com,0.0006,0.0004,0.9992
2022-02-20 08:00:00+00:00,Oil Prices Seesaw as Russia Menaces Ukraine - The New York Times,The New York Times,https://www.nytimes.com,0.0008,0.0003,0.9991
2022-01-19 08:00:00+00:00,"Saudi Arabia expands share in China oil market, Russia lags - Reuters.com",Reuters.com,https://www.reuters.com,0.2621,0.0001,0.7851
2022-02-18 08:00:00+00:00,Iran Rises Above Russia On The Oil Market Radar - OilPrice.com,OilPrice.com,https://oilprice.com,0.8374,0.0002,0.0639
2022-02-02 08:00:00+00:00,"Potential Russia, Ukraine war could impact oil prices for decades, analyst warns - Fox Business",Fox Business,https://www.foxbusiness.com,0.0007,0.0003,0.9992
2022-02-02 08:00:00+00:00,"U.S.-Russia Rift Over Ukraine Could Spark $100 Oil, Yergin Says - Bloomberg",Bloomberg,https://www.bloomberg.com,0.0012,0.0004,0.9978
2022-01-28 08:00:00+00:00,Analysis | Russia's Oil Weapon May Be More Potent Than Gas Blackmail - The Washington Post,The Washington Post,https://www.washingtonpost.com,0.8963,0.0009,0.0102
2022-01-24 08:00:00+00:00,"Oil drops to lowest price in over a week on broad market selloff, as Russia-Ukraine tensions unsettle traders - MarketWatch",MarketWatch,https://www.marketwatch.com,0.004,0.0002,0.9956
2022-01-24 08:00:00+00:00,Oil markets nervous as US evacuates Ukraine staff on Russia invasion fear - S&P Global,S&P Global,https://www.spglobal.com,0.0006,0.0004,0.9993
2022-01-21 08:00:00+00:00,Factbox: Russia's oil and gas revenue windfall - Reuters.com,Reuters.com,https://www.reuters.com,0.3704,0.0001,0.6716
2022-01-21 08:00:00+00:00,European oil refineries exposed as fears of Russia invading Ukraine grow - S&P Global,S&P Global,https://www.spglobal.com,0.0005,0.0004,0.9995
2022-03-21 07:00:00+00:00,"Oil prices jump again on Russia-Ukraine fears, as IEA calls for cut in energy usage - CNBC",CNBC,https://www.cnbc.com,0.0005,0.0004,0.9995
