no,"Mexico's Private Sector Oil, Natural Gas Production Rising Steadily - Natural Gas Intelligence"
no,"'This Is a Recession Trade': Stocks, Yields, Oil All Decline - Bloomberg"
no,Resumption of deliveries to Europe boosts Venezuela oil exports -data - Reuters.com
no,Canadian technology lowering emissions from oil and gas drilling - Troy Media
yes,GOP's Marco Rubio says the U.S. should target Russian oil while boosting its own energy production - CNBC
no,Oil edges higher on tight supply and expected demand uplift - CNBC
yes,More Russian Oil Than Ever Before Is Heading for China and India - Bloomberg
no,2 charts show Big Oil profits skyrocketing as prices at the pump rise - Business Insider
no,Permian Oil Output Hits Record - OilPrice.com
no,"Texas adds more than 3,000 oil field services jobs in May - Houston Chronicle"
yes,Germany to Stop Russian Oil Imports Regardless of EU Sanctions - Bloomberg
no,"White House official blasts 'outrageous' oil profits, leaves door open to windfall profit tax - CNN"
yes,"Robinhoodâs reversal, Russian oil cap: podcast - Reuters"
yes,"EU's Sixth Package of Russia sanctions targets oil imports, professional services, expands media ban and trade restrictions, envisages confiscation of proceeds of sanctions breaches; Belarus sanctions are strengthened - White & Case LLP"
no,"Oil companies, union to continue talks on worker contract - Reuters"
no,"Grey Rock to list some oil, gas assets via $1.3 bln blank-check deal - Reuters"
no,Laurie Garretson: Neem oil is a good botanical insecticide - Victoria Advocate
no,Markets react to PM's political crisis and oil falls 10% as investors fret over global recession - Sky News
no,Fund That Bet on Oil in Dark Days of 2020 Is Up 24% This Year - Bloomberg
no,Feature | Lucas Oil Late Models at Florence Speedway - FloRacing
no,Expert: Stewardship and oil prices contribute to North Dakota's budget surplus - The Center Square
yes,Russia Is A Major Supplier Of Oil To The U.S. - Forbes
yes,Oil Traders Overcome Initial Wariness Over Buying Russian - Bloomberg
